accident_id,city,state,latitude,longitude,date,time,hour,day_of_week,is_weekend,road_type,lanes,traffic_signal,weather,visibility,temperature,traffic_density,cause,accident_severity,vehicles_involved,casualties,is_peak_hour,festival,risk_score
17138,Chandigarh,Punjab,30.781257,76.838057,2022-09-25,1:00,1,Sunday,1,rural,3,0,clear,high,16,low,distraction,major,1,0,0,None,0.1
17139,Bangalore,Karnataka,13.071268,77.587528,2024-07-26,22:00,22,Friday,0,urban,3,0,fog,low,28,medium,poor road,minor,2,1,0,None,0.45
17140,Delhi,Delhi,28.433948,76.88464,2023-04-28,6:00,6,Friday,0,rural,1,1,rain,medium,22,medium,distraction,minor,2,1,0,None,0.25
17141,Bangalore,Karnataka,13.006132,77.451716,2022-01-31,3:00,3,Monday,0,rural,6,1,clear,high,17,medium,distraction,major,4,4,0,None,0.1
17142,Kolkata,West Bengal,22.517671,88.394505,2022-04-20,22:00,22,Wednesday,0,urban,3,0,clear,high,32,high,poor road,minor,1,1,0,None,0.3
17143,Hyderabad,Telangana,17.211088,78.379202,2024-11-25,18:00,18,Monday,0,highway,2,0,rain,medium,32,high,drunk driving,major,1,0,1,None,0.6
17144,Chandigarh,Punjab,30.773138,76.864472,2023-06-11,12:00,12,Sunday,1,highway,6,0,fog,low,34,low,distraction,major,5,1,0,None,0.45
17145,Mumbai,Maharashtra,19.244314,72.966039,2022-01-28,10:00,10,Friday,0,highway,2,0,rain,low,23,high,drunk driving,minor,1,1,1,None,0.8
17146,Bangalore,Karnataka,13.052859,77.434049,2025-03-18,3:00,3,Tuesday,0,rural,3,1,fog,low,39,low,poor road,minor,2,1,0,None,0.45
17147,Kolkata,West Bengal,22.698644,88.273127,2024-06-17,22:00,22,Monday,0,highway,6,0,fog,low,18,medium,weather,minor,3,3,0,None,0.45
17148,Delhi,Delhi,28.76778,77.122576,2023-06-30,9:00,9,Friday,0,highway,4,0,clear,high,38,high,weather,major,2,0,1,None,0.45
17149,Kolkata,West Bengal,22.536302,88.462802,2025-03-25,3:00,3,Tuesday,0,rural,1,0,rain,medium,30,low,overspeeding,minor,5,5,0,None,0.25
17150,Delhi,Delhi,28.515941,76.881898,2024-06-07,16:00,16,Friday,0,highway,2,1,rain,low,39,medium,drunk driving,minor,1,1,0,None,0.45
17151,Hyderabad,Telangana,17.514905,78.408797,2024-02-17,17:00,17,Saturday,1,highway,4,1,fog,low,22,low,weather,major,3,1,1,None,0.6
17152,Hyderabad,Telangana,17.225086,78.333428,2023-10-12,21:00,21,Thursday,0,highway,5,0,fog,low,15,low,distraction,minor,1,0,0,None,0.45
17153,Chennai,Tamil Nadu,13.002151,80.240259,2024-08-30,2:00,2,Friday,0,urban,4,1,fog,low,26,medium,poor road,fatal,1,1,0,None,0.65
17154,Pune,Maharashtra,18.486136,73.88732,2023-04-30,2:00,2,Sunday,1,rural,4,0,rain,medium,40,medium,overspeeding,minor,2,2,0,None,0.25
17155,Chandigarh,Punjab,30.794872,76.871596,2024-03-29,22:00,22,Friday,0,rural,3,1,rain,medium,26,low,poor road,minor,2,0,0,None,0.25
17156,Kolkata,West Bengal,22.465846,88.414226,2022-03-24,23:00,23,Thursday,0,urban,6,0,rain,medium,22,high,drunk driving,minor,2,2,0,None,0.45
17157,Kolkata,West Bengal,22.587461,88.30914,2024-12-10,11:00,11,Tuesday,0,urban,5,0,clear,high,33,low,overspeeding,minor,3,2,0,None,0.1
17158,Bangalore,Karnataka,13.086314,77.708988,2023-01-24,5:00,5,Tuesday,0,urban,3,0,fog,low,30,high,overspeeding,minor,3,0,0,None,0.65
17159,Chennai,Tamil Nadu,12.911418,80.120296,2022-04-16,20:00,20,Saturday,1,rural,2,1,rain,medium,31,high,poor road,minor,4,4,0,None,0.45
17160,Chandigarh,Punjab,30.623762,76.71206,2022-11-25,20:00,20,Friday,0,urban,6,1,fog,low,23,medium,poor road,minor,3,2,0,None,0.45
17161,Pune,Maharashtra,18.564434,73.987147,2024-12-04,6:00,6,Wednesday,0,highway,3,0,clear,high,23,medium,distraction,minor,3,2,0,None,0.1
17162,Mumbai,Maharashtra,19.174189,72.996949,2023-12-18,19:00,19,Monday,0,urban,2,1,clear,high,37,medium,poor road,major,4,3,1,None,0.25
17163,Chennai,Tamil Nadu,13.082904,80.143477,2024-07-27,17:00,17,Saturday,1,urban,1,1,rain,medium,25,medium,weather,major,3,2,1,None,0.4
17164,Delhi,Delhi,28.675031,76.829703,2025-04-01,7:00,7,Tuesday,0,rural,6,0,fog,low,23,low,drunk driving,major,1,1,0,None,0.45
17165,Delhi,Delhi,28.438438,77.253291,2022-01-23,8:00,8,Sunday,1,rural,4,1,fog,low,18,medium,drunk driving,minor,5,0,1,None,0.6
17166,Kolkata,West Bengal,22.409983,88.445503,2023-07-26,0:00,0,Wednesday,0,rural,1,0,clear,high,40,low,distraction,major,4,3,0,None,0.1
17167,Delhi,Delhi,28.756528,76.973917,2022-08-18,2:00,2,Thursday,0,highway,2,1,rain,medium,19,medium,poor road,fatal,5,5,0,None,0.45
17168,Chandigarh,Punjab,30.747245,76.844394,2022-06-24,22:00,22,Friday,0,highway,2,1,fog,low,27,high,poor road,major,2,2,0,None,0.65
17169,Pune,Maharashtra,18.598335,73.742121,2024-11-27,5:00,5,Wednesday,0,highway,6,0,rain,medium,20,high,overspeeding,fatal,5,5,0,None,0.65
17170,Chennai,Tamil Nadu,13.018029,80.14211,2023-05-06,8:00,8,Saturday,1,highway,4,0,rain,low,15,high,distraction,minor,5,2,1,None,0.8
17171,Hyderabad,Telangana,17.33064,78.400432,2023-04-26,18:00,18,Wednesday,0,highway,5,0,rain,medium,24,high,poor road,minor,4,1,1,None,0.6
17172,Delhi,Delhi,28.685802,77.17819,2022-12-13,14:00,14,Tuesday,0,highway,3,0,rain,low,26,high,drunk driving,minor,5,4,0,None,0.65
17173,Chennai,Tamil Nadu,12.974625,80.193678,2024-04-11,9:00,9,Thursday,0,rural,6,0,fog,low,37,high,weather,major,5,5,1,None,0.8
17174,Kolkata,West Bengal,22.659895,88.311928,2025-04-10,4:00,4,Thursday,0,rural,4,0,clear,high,34,low,overspeeding,major,4,0,0,None,0.1
17175,Kolkata,West Bengal,22.62192,88.311164,2022-05-04,6:00,6,Wednesday,0,rural,1,0,clear,high,27,high,drunk driving,major,5,1,0,None,0.3
17176,Kolkata,West Bengal,22.535584,88.352722,2023-08-20,10:00,10,Sunday,1,urban,1,1,clear,high,33,high,poor road,major,5,2,1,None,0.45
17177,Delhi,Delhi,28.81989,76.911823,2025-01-16,18:00,18,Thursday,0,highway,1,0,clear,high,24,medium,drunk driving,minor,2,2,1,None,0.25
17178,Pune,Maharashtra,18.520596,73.755874,2024-04-02,12:00,12,Tuesday,0,urban,1,0,clear,high,39,low,distraction,fatal,3,3,0,None,0.3
17179,Delhi,Delhi,28.731215,76.828048,2024-11-24,1:00,1,Sunday,1,highway,2,1,fog,low,40,low,distraction,major,4,0,0,None,0.45
17180,Chandigarh,Punjab,30.721076,76.832569,2025-02-05,13:00,13,Wednesday,0,highway,6,1,fog,low,17,medium,weather,minor,1,0,0,None,0.45
17181,Delhi,Delhi,28.418629,77.215785,2024-10-13,13:00,13,Sunday,1,highway,6,0,fog,low,32,high,poor road,minor,4,3,0,None,0.65
17182,Hyderabad,Telangana,17.210899,78.248058,2022-02-17,22:00,22,Thursday,0,rural,1,1,fog,low,19,medium,poor road,fatal,3,3,0,None,0.65
17183,Pune,Maharashtra,18.407149,73.973854,2022-09-22,6:00,6,Thursday,0,rural,4,1,fog,low,15,low,poor road,minor,5,2,0,None,0.45
17184,Chandigarh,Punjab,30.777334,76.818668,2025-03-01,3:00,3,Saturday,1,rural,4,1,fog,low,39,low,overspeeding,minor,1,1,0,None,0.45
17185,Chandigarh,Punjab,30.772974,76.706459,2022-07-30,20:00,20,Saturday,1,highway,6,0,clear,high,32,high,overspeeding,minor,3,1,0,None,0.3
17186,Chennai,Tamil Nadu,13.037808,80.14181,2022-04-09,7:00,7,Saturday,1,highway,2,0,rain,low,18,low,overspeeding,minor,5,5,0,None,0.45
17187,Delhi,Delhi,28.541322,77.22735,2023-06-18,11:00,11,Sunday,1,highway,5,0,clear,high,29,medium,distraction,fatal,4,4,0,None,0.3
17188,Mumbai,Maharashtra,19.205683,72.790855,2022-06-24,1:00,1,Friday,0,highway,4,1,fog,low,17,medium,drunk driving,minor,5,2,0,None,0.45
17189,Pune,Maharashtra,18.559706,73.92158,2024-06-01,10:00,10,Saturday,1,highway,4,1,clear,high,39,high,drunk driving,minor,3,3,1,None,0.45
17190,Mumbai,Maharashtra,18.879311,72.961266,2024-11-22,7:00,7,Friday,0,rural,3,0,fog,low,17,low,overspeeding,minor,2,1,0,None,0.45
17191,Chennai,Tamil Nadu,12.961039,80.232411,2022-06-04,21:00,21,Saturday,1,highway,5,1,rain,medium,21,low,weather,minor,5,1,0,None,0.25
17192,Bangalore,Karnataka,13.138215,77.524212,2022-07-10,1:00,1,Sunday,1,urban,3,1,rain,medium,19,low,distraction,minor,2,0,0,None,0.25
17193,Mumbai,Maharashtra,18.828159,72.736408,2024-09-12,2:00,2,Thursday,0,urban,4,0,fog,low,23,low,distraction,minor,1,1,0,None,0.45
17194,Chennai,Tamil Nadu,12.867406,80.178225,2024-07-21,3:00,3,Sunday,1,urban,2,0,rain,low,30,low,weather,major,4,3,0,None,0.45
17195,Chandigarh,Punjab,30.756059,76.851137,2022-01-29,16:00,16,Saturday,1,highway,1,0,fog,low,26,high,drunk driving,fatal,5,5,0,None,0.85
17196,Bangalore,Karnataka,13.020418,77.730098,2024-05-23,3:00,3,Thursday,0,urban,6,0,fog,low,23,low,distraction,minor,1,1,0,None,0.45
17197,Kolkata,West Bengal,22.514035,88.218868,2022-05-27,17:00,17,Friday,0,rural,2,1,clear,high,19,high,poor road,minor,5,2,1,None,0.45
17198,Chandigarh,Punjab,30.709663,76.898455,2024-06-10,13:00,13,Monday,0,highway,1,1,clear,high,24,high,drunk driving,major,4,2,0,None,0.3
17199,Bangalore,Karnataka,12.994569,77.411661,2023-11-18,14:00,14,Saturday,1,urban,6,0,fog,low,20,low,distraction,minor,1,1,0,None,0.45
17200,Delhi,Delhi,28.820322,77.014415,2023-10-21,7:00,7,Saturday,1,rural,5,0,clear,high,32,high,poor road,major,3,1,0,None,0.3
17201,Delhi,Delhi,28.627736,77.184571,2022-09-01,20:00,20,Thursday,0,urban,1,1,rain,low,31,high,distraction,minor,1,0,0,None,0.65
17202,Delhi,Delhi,28.696947,77.297082,2022-05-11,20:00,20,Wednesday,0,urban,1,0,clear,high,24,low,weather,major,5,5,0,None,0.1
17203,Kolkata,West Bengal,22.467672,88.322507,2025-01-22,2:00,2,Wednesday,0,rural,6,0,fog,low,26,low,poor road,major,4,0,0,None,0.45
17204,Delhi,Delhi,28.503563,77.077252,2024-06-11,0:00,0,Tuesday,0,highway,4,0,clear,high,15,low,weather,fatal,3,3,0,None,0.3
17205,Chennai,Tamil Nadu,13.085188,80.182538,2023-04-15,2:00,2,Saturday,1,highway,4,0,fog,low,19,medium,distraction,major,3,0,0,None,0.45
17206,Bangalore,Karnataka,13.186126,77.607118,2024-11-25,6:00,6,Monday,0,urban,1,0,fog,low,16,high,drunk driving,fatal,3,3,0,None,0.85
17207,Chennai,Tamil Nadu,13.129196,80.193715,2022-02-18,7:00,7,Friday,0,highway,2,0,clear,high,34,medium,overspeeding,minor,1,0,0,None,0.1
17208,Chennai,Tamil Nadu,13.161637,80.200877,2023-02-11,21:00,21,Saturday,1,urban,3,1,rain,low,22,low,overspeeding,major,3,0,0,None,0.45
17209,Hyderabad,Telangana,17.552627,78.416866,2023-07-30,20:00,20,Sunday,1,urban,6,0,rain,low,30,medium,distraction,minor,3,0,0,None,0.45
17210,Chennai,Tamil Nadu,12.932051,80.148993,2024-02-06,16:00,16,Tuesday,0,urban,5,1,clear,high,23,low,distraction,minor,2,1,0,None,0.1
17211,Hyderabad,Telangana,17.217716,78.518061,2023-09-02,11:00,11,Saturday,1,highway,4,0,fog,low,23,high,weather,major,5,4,0,None,0.65
17212,Bangalore,Karnataka,13.199406,77.608181,2024-03-13,1:00,1,Wednesday,0,highway,6,0,rain,low,20,low,distraction,minor,3,3,0,None,0.45
17213,Chennai,Tamil Nadu,12.828765,80.296039,2022-09-13,11:00,11,Tuesday,0,highway,4,1,fog,low,34,low,distraction,major,5,5,0,None,0.45
17214,Bangalore,Karnataka,13.176109,77.427082,2024-04-22,19:00,19,Monday,0,highway,6,1,clear,high,29,high,poor road,major,3,1,1,None,0.45
17215,Chandigarh,Punjab,30.601666,76.845423,2023-02-23,12:00,12,Thursday,0,rural,6,0,fog,low,26,high,distraction,major,2,2,0,None,0.65
17216,Chandigarh,Punjab,30.675055,76.881396,2022-01-14,23:00,23,Friday,0,urban,4,0,rain,low,23,high,weather,fatal,1,1,0,None,0.85
17217,Hyderabad,Telangana,17.383662,78.593516,2023-07-07,17:00,17,Friday,0,rural,3,0,rain,medium,32,medium,weather,minor,3,0,1,None,0.4
17218,Bangalore,Karnataka,13.184852,77.756041,2022-04-28,23:00,23,Thursday,0,urban,4,0,fog,low,28,low,poor road,major,2,1,0,None,0.45
17219,Bangalore,Karnataka,13.071237,77.626809,2023-08-29,5:00,5,Tuesday,0,highway,1,0,clear,high,16,high,overspeeding,minor,2,2,0,None,0.3
17220,Delhi,Delhi,28.858719,77.058351,2025-04-03,13:00,13,Thursday,0,highway,1,0,rain,low,39,high,weather,minor,5,3,0,None,0.65
17221,Kolkata,West Bengal,22.665417,88.477011,2022-01-15,17:00,17,Saturday,1,highway,5,0,fog,low,29,medium,distraction,minor,1,0,1,None,0.6
17222,Chandigarh,Punjab,30.61839,76.887786,2022-09-18,0:00,0,Sunday,1,urban,1,0,rain,medium,18,low,weather,major,4,0,0,None,0.25
17223,Delhi,Delhi,28.766369,77.057169,2024-04-14,13:00,13,Sunday,1,highway,6,0,clear,high,40,medium,weather,minor,1,1,0,None,0.1
17224,Kolkata,West Bengal,22.412695,88.386818,2025-01-21,7:00,7,Tuesday,0,highway,6,0,clear,high,20,medium,weather,minor,4,4,0,None,0.1
17225,Chennai,Tamil Nadu,13.096246,80.20086,2024-02-29,15:00,15,Thursday,0,highway,4,0,clear,high,22,high,weather,minor,5,1,0,None,0.3
17226,Bangalore,Karnataka,12.832344,77.510392,2022-01-04,11:00,11,Tuesday,0,urban,6,0,fog,low,19,low,distraction,minor,1,0,0,None,0.45
17227,Mumbai,Maharashtra,19.201738,72.789424,2023-06-08,10:00,10,Thursday,0,highway,1,1,fog,low,23,medium,weather,minor,4,4,1,None,0.6
17228,Mumbai,Maharashtra,19.154978,72.761274,2025-03-17,8:00,8,Monday,0,highway,6,0,fog,low,35,high,weather,minor,3,2,1,None,0.8
17229,Hyderabad,Telangana,17.210271,78.288361,2022-05-15,18:00,18,Sunday,1,rural,2,0,rain,low,38,high,overspeeding,minor,1,0,1,None,0.8
17230,Bangalore,Karnataka,13.055078,77.718405,2022-02-04,20:00,20,Friday,0,highway,2,1,clear,high,26,low,distraction,major,5,4,0,None,0.1
17231,Delhi,Delhi,28.821859,77.240872,2023-02-23,4:00,4,Thursday,0,highway,4,0,clear,high,15,medium,distraction,minor,5,2,0,None,0.1
17232,Pune,Maharashtra,18.498603,73.895506,2025-03-01,5:00,5,Saturday,1,highway,6,0,fog,low,16,low,weather,major,1,1,0,None,0.45
17233,Pune,Maharashtra,18.58336,73.742008,2024-10-08,0:00,0,Tuesday,0,highway,1,1,clear,high,18,low,overspeeding,minor,2,2,0,None,0.1
17234,Kolkata,West Bengal,22.65542,88.273405,2023-01-21,12:00,12,Saturday,1,urban,5,1,clear,high,19,high,weather,major,3,3,0,None,0.3
17235,Chandigarh,Punjab,30.640006,76.839623,2024-03-17,20:00,20,Sunday,1,urban,4,1,fog,low,37,medium,drunk driving,fatal,4,4,0,None,0.65
17236,Chandigarh,Punjab,30.695974,76.777238,2023-12-13,22:00,22,Wednesday,0,highway,2,0,fog,low,24,high,poor road,major,4,2,0,None,0.65
17237,Delhi,Delhi,28.79774,77.061518,2023-03-17,3:00,3,Friday,0,highway,5,0,clear,high,29,high,poor road,major,3,1,0,None,0.3
17238,Kolkata,West Bengal,22.450602,88.359953,2022-11-08,16:00,16,Tuesday,0,highway,4,0,clear,high,37,low,weather,fatal,2,2,0,None,0.3
17239,Chennai,Tamil Nadu,12.88687,80.181937,2022-12-09,11:00,11,Friday,0,rural,1,0,clear,high,21,low,distraction,major,5,4,0,None,0.1
17240,Bangalore,Karnataka,13.001622,77.703935,2023-02-28,19:00,19,Tuesday,0,highway,1,0,clear,high,38,high,poor road,major,3,1,1,None,0.45
17241,Kolkata,West Bengal,22.662521,88.443816,2024-07-29,19:00,19,Monday,0,rural,6,1,clear,high,27,medium,drunk driving,minor,5,5,1,None,0.25
17242,Chandigarh,Punjab,30.633036,76.713145,2025-01-31,12:00,12,Friday,0,rural,6,0,fog,low,34,low,poor road,minor,2,2,0,None,0.45
17243,Pune,Maharashtra,18.452247,73.932554,2023-02-13,5:00,5,Monday,0,urban,4,1,clear,high,20,high,distraction,major,3,3,0,None,0.3
17244,Bangalore,Karnataka,12.87906,77.466909,2023-07-02,13:00,13,Sunday,1,urban,1,0,fog,low,27,medium,overspeeding,minor,2,2,0,None,0.45
17245,Pune,Maharashtra,18.40053,73.771755,2023-06-05,1:00,1,Monday,0,urban,5,0,clear,high,35,low,distraction,minor,1,1,0,None,0.1
17246,Chennai,Tamil Nadu,12.85634,80.186779,2022-09-27,10:00,10,Tuesday,0,highway,2,1,rain,medium,30,medium,weather,minor,2,1,1,None,0.4
17247,Chennai,Tamil Nadu,12.932109,80.114453,2023-04-03,17:00,17,Monday,0,highway,6,0,rain,medium,30,high,drunk driving,minor,2,2,1,None,0.6
17248,Pune,Maharashtra,18.503689,73.983223,2025-02-11,18:00,18,Tuesday,0,urban,5,0,clear,high,22,high,poor road,fatal,5,5,1,None,0.65
17249,Chennai,Tamil Nadu,12.86077,80.275781,2023-01-21,12:00,12,Saturday,1,highway,1,0,fog,low,26,high,overspeeding,minor,4,4,0,None,0.65
17250,Pune,Maharashtra,18.460711,73.951892,2023-02-14,18:00,18,Tuesday,0,highway,4,0,rain,medium,20,high,drunk driving,minor,5,5,1,None,0.6
17251,Hyderabad,Telangana,17.372971,78.309691,2022-02-18,15:00,15,Friday,0,urban,2,0,fog,low,21,high,distraction,minor,4,0,0,None,0.65
17252,Chandigarh,Punjab,30.669698,76.744705,2023-08-09,21:00,21,Wednesday,0,urban,6,1,fog,low,20,low,poor road,major,2,2,0,None,0.45
17253,Hyderabad,Telangana,17.50355,78.352502,2024-10-03,17:00,17,Thursday,0,highway,3,1,fog,low,29,high,overspeeding,fatal,4,4,1,None,1.0
17254,Pune,Maharashtra,18.429281,73.909719,2024-11-23,8:00,8,Saturday,1,urban,5,0,rain,low,22,low,poor road,minor,3,3,1,None,0.6
17255,Pune,Maharashtra,18.552645,73.849482,2024-12-27,18:00,18,Friday,0,rural,3,0,clear,high,27,high,overspeeding,minor,4,2,1,None,0.45
17256,Kolkata,West Bengal,22.495307,88.390297,2022-03-15,4:00,4,Tuesday,0,rural,5,1,fog,low,24,medium,distraction,minor,4,2,0,None,0.45
17257,Delhi,Delhi,28.787818,76.980139,2023-04-29,8:00,8,Saturday,1,rural,5,1,clear,high,33,high,drunk driving,major,3,2,1,None,0.45
17258,Hyderabad,Telangana,17.349581,78.370218,2024-02-21,0:00,0,Wednesday,0,rural,4,0,fog,low,17,medium,drunk driving,major,5,5,0,None,0.45
17259,Chennai,Tamil Nadu,13.013129,80.169931,2023-09-01,21:00,21,Friday,0,highway,1,0,rain,low,15,high,weather,major,1,1,0,None,0.65
17260,Chennai,Tamil Nadu,12.855269,80.246658,2023-07-19,8:00,8,Wednesday,0,rural,1,1,rain,low,32,high,distraction,fatal,5,5,1,None,1.0
17261,Chennai,Tamil Nadu,13.014346,80.274885,2024-01-31,0:00,0,Wednesday,0,rural,4,0,fog,low,20,high,poor road,major,2,2,0,None,0.65
17262,Hyderabad,Telangana,17.202664,78.213551,2022-03-21,22:00,22,Monday,0,highway,5,1,fog,low,40,low,distraction,minor,4,1,0,None,0.45
17263,Mumbai,Maharashtra,19.163243,72.749867,2024-05-05,21:00,21,Sunday,1,urban,1,1,rain,medium,15,high,overspeeding,major,3,3,0,None,0.45
17264,Chennai,Tamil Nadu,12.975701,80.277032,2023-06-04,17:00,17,Sunday,1,highway,5,1,rain,medium,30,medium,poor road,minor,4,3,1,None,0.4
17265,Pune,Maharashtra,18.690899,73.947426,2024-12-08,23:00,23,Sunday,1,rural,6,0,fog,low,28,medium,drunk driving,minor,4,3,0,None,0.45
17266,Delhi,Delhi,28.809148,77.166735,2023-04-07,4:00,4,Friday,0,rural,4,1,clear,high,15,low,poor road,fatal,4,4,0,None,0.3
17267,Pune,Maharashtra,18.638393,73.949432,2024-09-27,3:00,3,Friday,0,highway,4,1,rain,low,35,medium,drunk driving,minor,2,0,0,None,0.45
17268,Hyderabad,Telangana,17.456069,78.587545,2023-08-21,2:00,2,Monday,0,highway,4,0,fog,low,24,low,drunk driving,minor,5,4,0,None,0.45
17269,Kolkata,West Bengal,22.685064,88.215971,2024-08-28,16:00,16,Wednesday,0,rural,5,1,rain,medium,21,medium,weather,minor,2,1,0,None,0.25
17270,Mumbai,Maharashtra,18.95788,72.710309,2023-08-10,1:00,1,Thursday,0,urban,5,1,fog,low,32,low,overspeeding,minor,2,1,0,None,0.45
17271,Kolkata,West Bengal,22.489849,88.431532,2023-05-29,13:00,13,Monday,0,rural,6,1,fog,low,28,medium,overspeeding,minor,4,0,0,None,0.45
17272,Chandigarh,Punjab,30.612631,76.876185,2024-02-20,13:00,13,Tuesday,0,highway,5,0,fog,low,40,medium,weather,fatal,3,3,0,None,0.65
17273,Chandigarh,Punjab,30.679667,76.78865,2022-10-02,9:00,9,Sunday,1,urban,2,1,clear,high,31,high,overspeeding,major,4,3,1,None,0.45
17274,Pune,Maharashtra,18.631251,73.728446,2022-02-23,8:00,8,Wednesday,0,highway,3,1,rain,low,26,high,distraction,minor,3,0,1,None,0.8
17275,Hyderabad,Telangana,17.432063,78.572445,2024-01-18,6:00,6,Thursday,0,rural,3,1,fog,low,35,high,poor road,minor,2,2,0,None,0.65
17276,Delhi,Delhi,28.614306,76.933708,2022-03-29,20:00,20,Tuesday,0,highway,3,0,rain,medium,26,high,poor road,major,1,1,0,None,0.45
17277,Bangalore,Karnataka,13.111572,77.723397,2022-01-23,3:00,3,Sunday,1,rural,4,1,fog,low,19,low,poor road,minor,1,1,0,None,0.45
17278,Bangalore,Karnataka,12.8961,77.433243,2024-04-12,13:00,13,Friday,0,rural,4,0,rain,medium,31,low,distraction,fatal,1,1,0,None,0.45
17279,Pune,Maharashtra,18.450135,73.955434,2023-09-13,3:00,3,Wednesday,0,highway,4,1,rain,medium,27,high,overspeeding,major,5,3,0,None,0.45
17280,Mumbai,Maharashtra,18.856002,72.830645,2024-01-03,15:00,15,Wednesday,0,rural,5,0,rain,medium,23,low,weather,major,5,5,0,None,0.25
17281,Kolkata,West Bengal,22.502991,88.414469,2022-02-22,14:00,14,Tuesday,0,urban,6,1,rain,low,18,low,overspeeding,minor,2,2,0,None,0.45
17282,Pune,Maharashtra,18.547283,73.934091,2023-01-22,19:00,19,Sunday,1,urban,6,1,rain,low,34,high,weather,major,3,2,1,None,0.8
17283,Chandigarh,Punjab,30.764538,76.896098,2023-07-27,3:00,3,Thursday,0,rural,4,1,fog,low,30,low,overspeeding,minor,5,4,0,None,0.45
17284,Chennai,Tamil Nadu,13.109277,80.183736,2022-07-29,5:00,5,Friday,0,rural,1,0,rain,low,29,low,distraction,minor,3,2,0,None,0.45
17285,Pune,Maharashtra,18.414041,73.892668,2023-02-12,23:00,23,Sunday,1,urban,5,0,clear,high,19,medium,overspeeding,minor,4,4,0,None,0.1
17286,Chennai,Tamil Nadu,13.159649,80.229451,2023-11-20,1:00,1,Monday,0,highway,1,1,fog,low,27,low,poor road,minor,2,0,0,None,0.45
17287,Delhi,Delhi,28.490699,77.05212,2024-06-23,22:00,22,Sunday,1,urban,2,0,fog,low,30,medium,drunk driving,minor,4,2,0,None,0.45
17288,Pune,Maharashtra,18.555347,73.906353,2024-03-02,7:00,7,Saturday,1,urban,2,1,fog,low,29,low,weather,minor,1,0,0,None,0.45
17289,Chandigarh,Punjab,30.734162,76.742112,2024-10-15,18:00,18,Tuesday,0,urban,1,1,rain,low,31,high,drunk driving,minor,3,0,1,None,0.8
17290,Pune,Maharashtra,18.517238,73.870282,2022-09-09,15:00,15,Friday,0,rural,1,0,clear,high,27,low,drunk driving,major,5,4,0,None,0.1
17291,Mumbai,Maharashtra,19.068005,72.755073,2022-12-02,0:00,0,Friday,0,rural,3,1,fog,low,36,low,distraction,minor,5,4,0,None,0.45
17292,Chandigarh,Punjab,30.629144,76.804551,2024-07-14,20:00,20,Sunday,1,urban,3,1,fog,low,19,medium,weather,minor,4,2,0,None,0.45
17293,Pune,Maharashtra,18.698102,73.971843,2022-06-30,3:00,3,Thursday,0,highway,4,1,rain,medium,37,low,poor road,fatal,5,5,0,None,0.45
17294,Chennai,Tamil Nadu,12.833706,80.224993,2025-04-15,2:00,2,Tuesday,0,urban,2,0,clear,high,36,high,weather,minor,4,3,0,None,0.3
17295,Kolkata,West Bengal,22.417335,88.201073,2023-06-21,20:00,20,Wednesday,0,rural,6,0,fog,low,25,high,overspeeding,minor,5,5,0,None,0.65
17296,Pune,Maharashtra,18.524354,73.749791,2024-09-15,0:00,0,Sunday,1,urban,1,1,rain,low,29,low,weather,minor,1,0,0,None,0.45
17297,Chandigarh,Punjab,30.723024,76.718333,2023-06-21,19:00,19,Wednesday,0,rural,6,0,clear,high,34,high,drunk driving,major,4,4,1,None,0.45
17298,Bangalore,Karnataka,13.161307,77.501632,2022-05-04,11:00,11,Wednesday,0,highway,2,1,fog,low,33,low,overspeeding,major,2,2,0,None,0.45
17299,Chandigarh,Punjab,30.664205,76.775839,2024-12-31,11:00,11,Tuesday,0,urban,5,1,fog,low,30,high,distraction,minor,4,4,0,None,0.65
17300,Mumbai,Maharashtra,18.897889,72.855952,2022-10-07,0:00,0,Friday,0,urban,1,1,fog,low,20,low,weather,minor,3,3,0,None,0.45
17301,Chennai,Tamil Nadu,12.87291,80.104413,2025-02-05,21:00,21,Wednesday,0,urban,3,0,rain,medium,16,medium,overspeeding,minor,5,4,0,None,0.25
17302,Pune,Maharashtra,18.505018,73.784486,2025-02-27,23:00,23,Thursday,0,urban,4,1,fog,low,30,low,distraction,major,3,0,0,None,0.45
17303,Pune,Maharashtra,18.624367,73.796953,2023-06-30,20:00,20,Friday,0,highway,3,1,fog,low,33,low,poor road,fatal,4,4,0,None,0.65
17304,Chandigarh,Punjab,30.79372,76.831834,2022-10-31,6:00,6,Monday,0,highway,5,0,fog,low,29,high,poor road,major,4,1,0,None,0.65
17305,Chennai,Tamil Nadu,13.170603,80.212088,2024-12-24,2:00,2,Tuesday,0,urban,3,1,rain,low,36,low,distraction,minor,1,0,0,None,0.45
17306,Chennai,Tamil Nadu,13.063082,80.162996,2023-01-29,6:00,6,Sunday,1,rural,6,1,clear,high,37,high,weather,minor,4,3,0,None,0.3
17307,Pune,Maharashtra,18.68253,73.714525,2024-10-27,11:00,11,Sunday,1,rural,6,1,fog,low,29,high,distraction,minor,2,1,0,None,0.65
17308,Bangalore,Karnataka,13.010024,77.553395,2022-08-18,23:00,23,Thursday,0,rural,3,0,clear,high,30,medium,overspeeding,minor,2,1,0,None,0.1
17309,Delhi,Delhi,28.544805,77.124045,2024-10-10,2:00,2,Thursday,0,urban,5,1,clear,high,15,medium,poor road,major,1,0,0,None,0.1
